,Vehiculo,Marca,Modelo,Version,Traccion,Precio,Fecha matriculacion,Combustible,km,Carroceria,Cambio,Potencia,Garantia,Distintivo ambiental,Meses
274,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,12700.0,2015-11-01,Diesel,44491.0,Todo Terreno,Manual,110.0,12.0,C,54
275,NISSAN Qashqai 1.5dCi N-Vision 4x2,NISSAN,Qashqai,,4x2,14610.0,2017-02-01,Diesel,59930.0,Todo Terreno,Manual,110.0,18.0,C,39
276,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16550.0,2018-06-01,Gasolina,18527.0,Todo Terreno,Manual,115.0,18.0,C,23
277,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
278,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,12310.0,2018-11-01,Diesel,63031.0,Todo Terreno,Manual,110.0,12.0,C,18
279,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
280,NISSAN Leaf Tekna,NISSAN,Leaf,Tekna,4x2,11060.0,2014-06-01,Eléctrico,33570.0,Berlina,Automático,109.0,12.0,0 EMISIONES,71
281,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,12900.0,2018-06-01,Gasolina,35947.0,Berlina,Manual,115.0,24.0,C,23
282,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,14900.0,2015-02-01,Diesel,29501.0,Todo Terreno,Manual,110.0,12.0,C,63
283,NISSAN Leaf  30kw Acenta Aut.,NISSAN,Leaf,Acenta,4x2,14160.0,2016-09-01,Eléctrico,60600.0,Berlina mediana o grande,Automático,109.0,12.0,0 EMISIONES,44
284,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16550.0,2018-06-01,Gasolina,21758.0,Todo Terreno,Manual,115.0,18.0,C,23
285,NISSAN Qashqai 1.5dCi Acenta 4x2 85kW,NISSAN,Qashqai,Acenta,4x2,18900.0,2019-06-01,Diesel,11506.0,Todo Terreno,Manual,115.0,24.0,C,11
286,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,14700.0,2018-10-01,Gasolina,9762.0,Todo Terreno,Manual,112.0,24.0,C,19
287,NISSAN Qashqai 1.5 DCI TEKNA 85KW 115 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-09-01,Diesel,18300.0,Berlina mediana o grande,Manual,115.0,0.0,C,8
288,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14160.0,2017-02-01,Diesel,69369.0,Todo Terreno,Manual,110.0,12.0,C,39
289,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16810.0,2018-06-01,Gasolina,15952.0,Todo Terreno,Manual,115.0,18.0,C,23
290,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,13190.0,2016-03-01,Diesel,93403.0,Todo Terreno,Manual,110.0,12.0,C,50
291,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16550.0,2018-06-01,Gasolina,17544.0,Todo Terreno,Manual,115.0,18.0,C,23
292,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-06-01,Gasolina,18500.0,Todo Terreno,Manual,115.0,18.0,C,23
293,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,22900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
294,NISSAN Qashqai 1.3 DIG-T TEKNA 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-02-01,Gasolina,8800.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
295,NISSAN Qashqai 1.6dCi Visia 4x4-i,NISSAN,Qashqai,Visia,4x4,18310.0,2019-06-01,Diesel,10000.0,Todo Terreno,Manual,130.0,24.0,C,11
296,NISSAN Qashqai 1.6 DCI N-CONNECTA 130 5P,NISSAN,Qashqai,N-Connecta,4x2,19500.0,2018-06-01,Diesel,22500.0,Berlina mediana o grande,Manual,130.0,0.0,C,23
297,NISSAN X-Trail 1.6 DIG-T N-Connecta 4x2,NISSAN,X-Trail,N-Connecta,4x2,22900.0,2018-07-01,Gasolina,17842.0,Todo Terreno,Manual,163.0,24.0,C,22
298,NISSAN Juke 1.6G ACENTA 83 KW (112 CV),NISSAN,Juke,Acenta,4x2,11800.0,2018-09-01,Gasolina,27218.0,"4x4, SUV o pickup",Manual,112.0,24.0,C,20
299,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,11320.0,2016-04-01,Diesel,137697.0,Todo Terreno,Manual,110.0,12.0,C,49
300,NISSAN Qashqai 1.6dCi Tekna+ 4x2,NISSAN,Qashqai,Tekna,4x2,24900.0,2019-03-01,Diesel,12935.0,Todo Terreno,Automático,130.0,24.0,C,14
301,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-05-01,Diesel,15200.0,Berlina mediana o grande,Manual,115.0,0.0,C,12
302,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16550.0,2018-06-01,Gasolina,18855.0,Todo Terreno,Manual,115.0,18.0,C,23
303,NISSAN Leaf  30kw Acenta Aut.,NISSAN,Leaf,Acenta,4x2,14160.0,2016-09-01,Eléctrico,61195.0,Berlina mediana o grande,Automático,109.0,12.0,0 EMISIONES,44
304,NISSAN X-Trail 1.6 DIG-T Tekna 4x2,NISSAN,X-Trail,Tekna,4x2,23000.0,2019-01-01,Gasolina,17691.0,Todo Terreno,Manual,163.0,24.0,C,16
305,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,17900.0,2018-12-01,Gasolina,30100.0,Berlina mediana o grande,Manual,140.0,0.0,C,17
306,NISSAN Qashqai 1.5 DCI TEKNA 85KW 115 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-09-01,Diesel,10100.0,Berlina mediana o grande,Manual,115.0,0.0,C,8
307,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,21500.0,2019-01-01,Gasolina,5500.0,Berlina mediana o grande,Manual,160.0,0.0,C,16
308,NISSAN Qashqai 1.5dCi 360 4x2,NISSAN,Qashqai,,4x2,13300.0,2015-11-01,Diesel,90000.0,Todo Terreno,Manual,110.0,12.0,C,54
309,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,20500.0,2019-02-01,Gasolina,14600.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
310,NISSAN Pulsar 1.2 DIG-T Sport Edition,NISSAN,Pulsar,,4x2,10970.0,2018-01-01,Gasolina,30123.0,Berlina,Manual,115.0,12.0,C,28
311,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,12800.0,2018-03-01,Gasolina,26218.0,Berlina,Manual,115.0,24.0,C,26
312,NISSAN Qashqai 1.6dCi Acenta 4x4-i,NISSAN,Qashqai,Acenta,4x4,15900.0,2016-06-01,Diesel,99900.0,Todo Terreno,Manual,130.0,12.0,C,47
313,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,13540.0,2016-12-01,Diesel,59698.0,Todo Terreno,Manual,110.0,12.0,C,41
314,NISSAN Qashqai 1.3 DIG-T Acenta 4x2 103kW,NISSAN,Qashqai,Acenta,4x2,19800.0,2019-05-01,Gasolina,3597.0,Todo Terreno,Manual,140.0,24.0,C,12
315,NISSAN X-Trail 1.3 DIG-T Acenta 4x2 DCT,NISSAN,X-Trail,Acenta,4x2,23900.0,2019-11-01,Gasolina,10.0,Todo Terreno,Automático,160.0,0.0,C,6
316,NISSAN Juke 1.6 Tekna 4x2 XTronic CVT 112,NISSAN,Juke,Tekna,4x2,15900.0,2018-10-01,Gasolina,6290.0,Todo Terreno,Automático,112.0,12.0,C,19
317,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-01-01,Diesel,16500.0,Berlina mediana o grande,Manual,115.0,0.0,C,16
318,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-06-01,Gasolina,13020.0,Todo Terreno,Manual,115.0,24.0,C,23
319,NISSAN Qashqai 1.6dCi Tekna Premium 4x2 XTronic,NISSAN,Qashqai,Tekna,4x2,16500.0,2015-03-01,Diesel,54295.0,Todo Terreno,Automático,130.0,12.0,C,62
320,NISSAN Qashqai 1.5 DCI TEKNA 85KW 115 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-09-01,Diesel,18300.0,Berlina mediana o grande,Manual,115.0,0.0,C,8
321,NISSAN Qashqai 1.6dCi Tekna+ 4x2 XTronic,NISSAN,Qashqai,Tekna,4x2,24400.0,2018-06-01,Diesel,16600.0,Todo Terreno,Automático,130.0,24.0,C,23
322,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2018-12-01,Gasolina,27800.0,Berlina mediana o grande,Manual,160.0,0.0,C,17
323,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-08-01,Gasolina,16458.0,Todo Terreno,Manual,115.0,12.0,C,21
324,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15040.0,2017-01-01,Gasolina,31420.0,Todo Terreno,Manual,115.0,12.0,C,40
325,NISSAN Qashqai 1.3 DIG-T TEKNA+ 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,23900.0,2019-02-01,Gasolina,7800.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
326,NISSAN X-Trail 1.3 DIG-T N-Connecta 4x2 DCT,NISSAN,X-Trail,N-Connecta,4x2,25900.0,2019-05-01,Gasolina,50.0,Todo Terreno,Automático,160.0,0.0,C,12
327,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2018-11-01,Gasolina,10.0,Berlina mediana o grande,Manual,160.0,0.0,C,18
328,NISSAN X-Trail 1.6 dCi N-Connecta 4x4-i 7 pl.,NISSAN,X-Trail,N-Connecta,4x4,22900.0,2017-09-01,Diesel,16938.0,Todo Terreno,Manual,130.0,12.0,C,32
329,NISSAN Micra IG-T S&S N-Connecta 90,NISSAN,Micra,N-Connecta,4x2,10900.0,2018-03-01,Gasolina,19678.0,Berlina,Manual,90.0,12.0,C,26
330,NISSAN Leaf Acenta,NISSAN,Leaf,Acenta,4x2,10500.0,2013-10-01,Eléctrico,49896.0,Berlina mediana o grande,Automático,109.0,12.0,0 EMISIONES,79
331,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,17900.0,2018-11-01,Diesel,27500.0,Berlina mediana o grande,Manual,115.0,0.0,C,18
332,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,12900.0,2018-06-01,Gasolina,36605.0,Berlina,Manual,115.0,24.0,C,23
333,NISSAN Pulsar 1.5 dCi Acenta,NISSAN,Pulsar,Acenta,4x2,10545.0,2017-10-01,Diesel,31607.0,Berlina,Manual,110.0,12.0,C,31
334,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,21250.0,2018-03-01,Diesel,18000.0,Todo Terreno,Manual,130.0,0.0,C,26
335,NISSAN Qashqai 1.2 DIG-T S&S 360 115 5P,NISSAN,Qashqai,,4x2,13400.0,2015-03-01,Gasolina,44250.0,Berlina mediana o grande,Manual,115.0,0.0,C,62
336,NISSAN Qashqai 1.3 DIG-T N-Motion 4x2 103kW,NISSAN,Qashqai,,4x2,21900.0,2019-06-01,Gasolina,20.0,Todo Terreno,Manual,140.0,36.0,C,11
337,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18900.0,2018-06-01,Gasolina,8746.0,Todo Terreno,Manual,115.0,24.0,C,23
338,NISSAN Qashqai 1.5dCi N-Motion 4x2 85kW,NISSAN,Qashqai,,4x2,21900.0,2019-05-01,Diesel,20.0,Todo Terreno,Manual,115.0,36.0,C,12
339,NISSAN X-Trail 1.3 DIG-T Acenta 4x2 DCT,NISSAN,X-Trail,Acenta,4x2,23900.0,2019-11-01,Gasolina,10.0,Todo Terreno,Automático,160.0,0.0,C,6
340,NISSAN Leaf  30 KW ACENTA,NISSAN,Leaf,Acenta,4x2,14160.0,2017-08-01,Eléctrico,21521.0,Berlina mediana o grande,Automático,109.0,12.0,0 EMISIONES,33
341,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,17900.0,2018-11-01,Diesel,27500.0,Berlina mediana o grande,Manual,115.0,0.0,C,18
342,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15999.0,2018-01-01,Gasolina,28959.0,Todo Terreno,Manual,115.0,24.0,C,28
343,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,22900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
344,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2018-12-01,Gasolina,27800.0,Berlina mediana o grande,Manual,160.0,0.0,C,17
345,NISSAN Micra 1.2 Naru Edition,NISSAN,Micra,,4x2,6200.0,2016-07-01,Gasolina,46200.0,Berlina,Manual,80.0,12.0,C,46
346,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14420.0,2017-03-01,Gasolina,77842.0,Todo Terreno,Manual,115.0,12.0,C,38
347,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,13900.0,2018-03-01,Diesel,12500.0,Todo Terreno,Manual,110.0,12.0,C,26
348,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,16500.0,2017-06-01,Diesel,27800.0,Todo Terreno,Manual,110.0,12.0,C,35
349,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15490.0,2017-12-01,Gasolina,40969.0,Todo Terreno,Manual,115.0,12.0,C,29
350,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,11510.0,2016-10-01,Diesel,71425.0,Todo Terreno,Manual,110.0,12.0,C,43
351,NISSAN Pulsar 1.5 dCi Acenta,NISSAN,Pulsar,Acenta,4x2,12800.0,2018-03-01,Diesel,22094.0,Berlina,Manual,110.0,24.0,C,26
352,NISSAN Qashqai 1.6dCi 360 4x2 XTronic,NISSAN,Qashqai,,4x2,16500.0,2015-10-01,Diesel,114000.0,Todo Terreno,Automático,130.0,12.0,C,55
353,NISSAN Qashqai 1.3 DIG-T TEKNA+ 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,24900.0,2019-02-01,Gasolina,6000.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
354,NISSAN X-Trail 1.3 DIG-T N-Connecta 4x2 DCT,NISSAN,X-Trail,N-Connecta,4x2,25900.0,2019-05-01,Gasolina,20.0,Todo Terreno,Automático,160.0,36.0,C,12
355,NISSAN Pulsar 1.5 dCi Tekna,NISSAN,Pulsar,Tekna,4x2,10999.0,2015-08-01,Diesel,102578.0,Berlina,Manual,110.0,0.0,C,57
356,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2018-08-01,Diesel,30344.0,Todo Terreno,Manual,130.0,12.0,C,21
357,NISSAN Micra  1.5dCi 66 kW (90 CV) S&S Acenta,NISSAN,Micra,Acenta,4x2,14700.0,2019-06-01,Diesel,0.0,Pequeño,Manual,90.0,12.0,C,11
358,NISSAN Qashqai 1.5dCi N-Connecta 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,19500.0,2018-12-01,Diesel,5675.0,Todo Terreno,Manual,115.0,18.0,C,17
359,NISSAN Qashqai 1.3 DIG-T ACENTA 103KW 140 5P,NISSAN,Qashqai,Acenta,4x2,20900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
360,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14500.0,2016-03-01,Diesel,113900.0,Todo Terreno,Manual,110.0,12.0,C,50
361,NISSAN X-Trail 1.6 DIG-T Tekna 4x2 7 pl.,NISSAN,X-Trail,Tekna,4x2,24900.0,2018-03-01,Gasolina,8788.0,Todo Terreno,Manual,163.0,18.0,C,26
362,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-02-01,Gasolina,29500.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
363,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2018-04-01,Diesel,29913.0,Todo Terreno,Manual,130.0,12.0,C,25
364,NISSAN Note 1.2 Acenta,NISSAN,Note,Acenta,4x2,6400.0,2014-08-01,Gasolina,48000.0,Monovolumen,Manual,80.0,12.0,C,69
365,NISSAN Qashqai 5P DIG-T 117 KW (160 CV) E6D 6M/T 4X2 N-CONNECTA,NISSAN,Qashqai,N-Connecta,4x2,21500.0,2019-01-01,Gasolina,5500.0,Berlina mediana o grande,Manual,160.0,0.0,C,16
366,NISSAN Qashqai 1.5 DCI N-CONNECTA 110 5P,NISSAN,Qashqai,N-Connecta,4x2,13750.0,2016-05-01,Diesel,90000.0,Berlina mediana o grande,Manual,110.0,0.0,C,48
367,NISSAN Qashqai 1.3 DIG-T TEKNA+ 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,23900.0,2019-02-01,Gasolina,7800.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
368,NISSAN Micra 1.2 Naru Edition,NISSAN,Micra,,4x2,6250.0,2017-02-01,Gasolina,43000.0,Berlina,Manual,80.0,0.0,C,39
369,NISSAN Micra 1.5dCi S&S Acenta 90,NISSAN,Micra,Acenta,4x2,11200.0,2017-07-01,Diesel,31000.0,Berlina,Manual,90.0,12.0,C,34
370,NISSAN X-Trail 1.7 DCI TEKNA 110KW 150,NISSAN,X-Trail,Tekna,4x2,27900.0,2019-06-01,Diesel,10148.0,"4x4, SUV o pickup",Manual,150.0,24.0,C,11
371,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,14900.0,2019-02-01,Gasolina,3714.0,Todo Terreno,Manual,112.0,24.0,C,15
372,NISSAN Qashqai 1.3 DIG-T Acenta 4x2 103kW,NISSAN,Qashqai,Acenta,4x2,19900.0,2019-10-01,Gasolina,20.0,Todo Terreno,Manual,140.0,36.0,C,7
373,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,20500.0,2019-02-01,Gasolina,25500.0,Berlina mediana o grande,Manual,140.0,0.0,C,15
374,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16810.0,2018-06-01,Gasolina,14605.0,Todo Terreno,Manual,115.0,18.0,C,23
375,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,18900.0,2019-08-01,Gasolina,22000.0,Todo Terreno,Manual,140.0,24.0,C,9
376,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15800.0,2017-04-01,Diesel,47000.0,Todo Terreno,Manual,110.0,12.0,C,37
377,NISSAN Micra 0.9 IG-T N-CONNECTA 90 5P,NISSAN,Micra,N-Connecta,4x2,11500.0,2018-03-01,Gasolina,16274.0,Berlina mediana o grande,Manual,90.0,12.0,C,26
378,NISSAN Qashqai 1.5dCi N-Connecta 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,20890.0,2019-09-01,Diesel,11000.0,Todo Terreno,Manual,115.0,12.0,C,8
379,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,20900.0,2019-07-01,Gasolina,14900.0,Berlina mediana o grande,Manual,140.0,0.0,C,10
380,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16630.0,2018-06-01,Gasolina,16866.0,Todo Terreno,Manual,115.0,18.0,C,23
381,NISSAN Juke 1.6 Acenta 4x2 112,NISSAN,Juke,Acenta,4x2,11900.0,2018-12-01,Gasolina,25846.0,Todo Terreno,Manual,112.0,24.0,C,17
382,NISSAN Micra 0.9 IG-T N-CONNECTA 90 5P,NISSAN,Micra,N-Connecta,4x2,11300.0,2018-03-01,Gasolina,20475.0,Berlina mediana o grande,Manual,90.0,12.0,C,26
383,NISSAN Qashqai 1.5dCi 360 4x2,NISSAN,Qashqai,,4x2,13500.0,2016-05-01,Diesel,64225.0,Todo Terreno,Manual,110.0,12.0,C,48
384,NISSAN Qashqai 1.3 DIG-T TEKNA 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,22500.0,2018-09-01,Gasolina,2700.0,Berlina mediana o grande,Manual,140.0,0.0,C,20
385,NISSAN Pulsar 1.5 dCi Acenta,NISSAN,Pulsar,Acenta,4x2,11200.0,2017-04-01,Diesel,6000.0,Berlina,Manual,110.0,12.0,C,37
386,NISSAN Qashqai 1.3 DIG-T Acenta 4x2 103kW,NISSAN,Qashqai,Acenta,4x2,19900.0,2019-04-01,Gasolina,4289.0,Todo Terreno,Manual,140.0,24.0,C,13
387,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-12-01,Gasolina,0.0,Todo Terreno,Manual,140.0,12.0,C,5
388,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,13900.0,2019-03-01,Gasolina,10650.0,Todo Terreno,Manual,112.0,12.0,C,14
389,NISSAN Micra 0.9 IG-T ACENTA 90 5P,NISSAN,Micra,Acenta,4x2,10600.0,2018-01-01,Gasolina,21254.0,Berlina mediana o grande,Manual,90.0,12.0,C,28
390,NISSAN Qashqai 1.5dCi N-Connecta 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,20500.0,2019-01-01,Diesel,12000.0,Todo Terreno,Manual,115.0,12.0,C,16
391,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,21500.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
392,NISSAN Note 1.2 Acenta,NISSAN,Note,Acenta,4x2,6900.0,2016-11-01,Gasolina,43968.0,Monovolumen,Manual,80.0,12.0,C,42
393,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,13400.0,2018-03-01,Diesel,15000.0,Todo Terreno,Manual,110.0,12.0,C,26
394,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2018-11-01,Gasolina,10.0,Berlina mediana o grande,Manual,160.0,0.0,C,18
395,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16810.0,2018-06-01,Gasolina,12189.0,Todo Terreno,Manual,115.0,18.0,C,23
396,NISSAN Juke 1.6i Acenta,NISSAN,Juke,Acenta,4x2,8500.0,2012-12-01,Gasolina,72000.0,Todo Terreno,Manual,117.0,0.0,C,89
397,NISSAN Qashqai 1.5 DCI ACENTA 110 5P,NISSAN,Qashqai,Acenta,4x2,15900.0,2015-07-01,Diesel,105586.0,Berlina mediana o grande,Manual,110.0,12.0,C,58
398,NISSAN Qashqai 1.3 DIG-T N-CONNECTA DCT 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,24900.0,2019-11-01,Gasolina,1200.0,Berlina mediana o grande,Automático,160.0,0.0,C,6
399,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16500.0,2017-03-01,Diesel,52046.0,Todo Terreno,Manual,130.0,12.0,C,38
400,NISSAN Qashqai 1.3 DIG-T N-Motion 4x2 103kW,NISSAN,Qashqai,,4x2,21900.0,2019-04-01,Gasolina,20.0,Todo Terreno,Manual,140.0,36.0,C,13
401,NISSAN Qashqai 1.3 DIG-T N-Motion 4x2 103kW,NISSAN,Qashqai,,4x2,21900.0,2019-04-01,Gasolina,20.0,Todo Terreno,Manual,140.0,36.0,C,13
402,NISSAN X-Trail 1.6 dCi Acenta 4x4-i,NISSAN,X-Trail,Acenta,4x4,15900.0,2015-01-01,Diesel,118000.0,Todo Terreno,Manual,130.0,12.0,C,64
403,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,10900.0,2018-03-01,Gasolina,30001.0,Todo Terreno,Manual,115.0,24.0,C,26
404,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,12995.0,2014-07-01,Diesel,65000.0,Todo Terreno,Manual,110.0,12.0,C,70
405,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,20900.0,2019-06-01,Gasolina,14600.0,Berlina mediana o grande,Manual,140.0,0.0,C,11
406,NISSAN Qashqai 1.2 DIG-T Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,15390.0,2015-01-01,Gasolina,54066.0,Todo Terreno,Manual,115.0,12.0,C,64
407,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,17500.0,2016-08-01,Diesel,30688.0,Todo Terreno,Manual,110.0,12.0,C,45
408,NISSAN Micra 1.5dCi S&S Visia+ 90,NISSAN,Micra,Visia,4x2,9800.0,2017-05-01,Diesel,39000.0,Berlina,Manual,90.0,12.0,C,36
409,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,12900.0,2018-06-01,Gasolina,34922.0,Berlina,Manual,115.0,24.0,C,23
410,NISSAN Qashqai 1.3 DIG-T ACENTA 103KW 140 5P,NISSAN,Qashqai,Acenta,4x2,19900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
